fall,winter,spring,summer,,,,,,
281,15,405,1449,,,,,,
669,29,477,1085,,,,,,
1126,85,508,848,,,,,,
486,163,618,549,,,,,,
214,333,600,376,,,,,,
261,400,672,211,,,,,,
438,170,1012,97,,,,,,
398,97,1765,48,,,,,,
360,58,1473,20,,,,,,
462,60,1079,7,,,,,,
819,49,693,20,,,,,,
1452,84,463,110,,,,,,
1182,78,317,340,,,,,,
707,60,131,693,,,,,,
380,53,97,1246,,,,,,
253,79,12,694,,,,,,
187,51,20,514,,,,,,
103,33,104,568,,,,,,
57,38,380,719,,,,,,
18,29,903,693,,,,,,
9,28,1395,659,,,,,,
5,24,668,851,,,,,,
18,13,427,1105,,,,,,
98,1,462,1407,,,,,,
371,1,575,1258,,,,,,
914,4,560,870,,,,,,
1362,20,558,720,,,,,,
589,31,703,565,,,,,,
371,68,793,419,,,,,,
354,110,1495,315,,,,,,
501,108,1349,189,,,,,,
484,223,845,110,,,,,,
439,287,617,102,,,,,,
575,374,476,45,,,,,,
927,427,345,624,,,,,,
1690,428,196,813,,,,,,
1297,420,127,990,,,,,,
763,158,45,1047,,,,,,
464,171,30,1117,,,,,,
380,131,15,1083,,,,,,
268,120,25,1013,,,,,,
150,90,108,876,,,,,,
57,70,332,702,,,,,,
28,26,806,715,,,,,,
12,20,1273,739,,,,,,
5,10,697,546,,,,,,
16,12,542,463,,,,,,
125,15,650,324,,,,,,
420,61,841,332,,,,,,
1030,143,820,264,,,,,,
1343,319,751,160,,,,,,
600,755,939,89,,,,,,
344,343,1177,68,,,,,,
385,144,1640,23,,,,,,
509,146,1274,35,,,,,,
508,272,996,61,,,,,,
477,286,661,128,,,,,,
640,279,508,274,,,,,,
922,391,407,519,,,,,,
1660,575,365,779,,,,,,
1238,1102,216,956,,,,,,
694,840,146,1143,,,,,,
496,471,84,1144,,,,,,
434,261,42,1039,,,,,,
294,201,26,1132,,,,,,
145,133,35,750,,,,,,
93,52,72,236,,,,,,
36,16,185,176,,,,,,
21,4,410,250,,,,,,
12,4,801,254,,,,,,
22,4,1007,202,,,,,,
100,17,1117,203,,,,,,
390,83,1209,117,,,,,,
978,230,1279,50,,,,,,
1420,591,1198,26,,,,,,
646,1009,1166,8,,,,,,
284,503,1162,7,,,,,,
296,235,1023,23,,,,,,
432,236,993,116,,,,,,
459,294,830,362,,,,,,
411,297,394,825,,,,,,
587,235,296,1153,,,,,,
905,312,289,682,,,,,,
1590,489,247,506,,,,,,
1371,848,180,542,,,,,,
897,741,93,566,,,,,,
646,424,83,637,,,,,,
457,272,48,528,,,,,,
321,197,32,693,,,,,,
207,122,5,832,,,,,,
93,72,17,1353,,,,,,
53,28,81,1361,,,,,,
31,6,228,1003,,,,,,
10,0,337,652,,,,,,
21,7,278,421,,,,,,
85,15,575,307,,,,,,
328,66,821,150,,,,,,
813,253,854,56,,,,,,
1306,643,823,32,,,,,,
656,1049,831,23,,,,,,
396,490,734,24,,,,,,
486,236,592,29,,,,,,
573,241,482,117,,,,,,
594,320,450,418,,,,,,
635,320,314,1047,,,,,,
690,291,230,1471,,,,,,
1002,419,88,749,,,,,,
1540,638,80,436,,,,,,
1212,1118,48,461,,,,,,
788,755,19,577,,,,,,
512,462,16,621,,,,,,
421,279,9,593,,,,,,
327,214,18,662,,,,,,
292,145,79,1105,,,,,,
190,45,295,1897,,,,,,
128,17,722,1418,,,,,,
96,16,1102,1088,,,,,,
28,3,630,705,,,,,,
25,2,357,451,,,,,,
42,19,445,295,,,,,,
81,77,546,135,,,,,,
183,244,573,53,,,,,,
343,623,658,18,,,,,,
541,1114,763,10,,,,,,
790,490,1091,7,,,,,,
979,265,1823,23,,,,,,
1052,285,1198,129,,,,,,
1138,385,71,451,,,,,,
1094,385,67,1050,,,,,,
1086,365,72,1458,,,,,,
1050,538,126,685,,,,,,
1110,817,131,442,,,,,,
864,1367,46,528,,,,,,
707,963,30,578,,,,,,
579,628,11,542,,,,,,
496,449,0,547,,,,,,
404,365,3,659,,,,,,
335,213,74,1049,,,,,,
273,129,365,1769,,,,,,
194,55,886,1502,,,,,,
142,44,1409,1082,,,,,,
81,29,640,721,,,,,,
28,13,379,476,,,,,,
37,13,484,511,,,,,,
132,41,571,202,,,,,,
146,147,530,80,,,,,,
284,352,578,32,,,,,,
480,836,659,11,,,,,,
794,505,966,15,,,,,,
900,255,1747,24,,,,,,
994,328,1443,111,,,,,,
963,370,893,372,,,,,,
976,334,442,924,,,,,,
1053,247,73,1348,,,,,,
1035,417,123,694,,,,,,
899,579,102,453,,,,,,
836,937,43,511,,,,,,
608,568,23,562,,,,,,
442,321,13,586,,,,,,
304,212,8,533,,,,,,
206,117,9,649,,,,,,
101,114,76,966,,,,,,
41,88,310,1699,,,,,,
22,59,779,1413,,,,,,
14,36,1266,1039,,,,,,
10,41,564,738,,,,,,
23,18,321,505,,,,,,
88,5,232,334,,,,,,
387,12,280,222,,,,,,
902,26,206,90,,,,,,
1095,62,214,41,,,,,,
331,134,202,32,,,,,,
190,260,272,15,,,,,,
277,372,442,21,,,,,,
214,460,535,112,,,,,,
166,491,406,336,,,,,,
270,455,347,793,,,,,,
276,216,255,1175,,,,,,
283,93,116,628,,,,,,
275,60,57,494,,,,,,
561,38,20,536,,,,,,
588,25,21,623,,,,,,
418,57,11,639,,,,,,
294,57,6,691,,,,,,
139,45,17,716,,,,,,
80,46,68,1067,,,,,,
22,53,195,1523,,,,,,
9,39,320,1028,,,,,,
6,27,366,515,,,,,,
3,30,258,503,,,,,,
14,16,138,458,,,,,,
93,10,132,423,,,,,,
353,8,88,275,,,,,,
805,19,117,202,,,,,,
637,43,102,163,,,,,,
445,112,144,109,,,,,,
267,227,324,41,,,,,,
319,350,467,21,,,,,,
387,517,741,27,,,,,,
252,650,565,83,,,,,,
338,715,322,151,,,,,,
512,836,141,383,,,,,,
870,900,130,621,,,,,,
1619,761,102,885,,,,,,
1336,680,30,979,,,,,,
910,361,15,1175,,,,,,
555,215,8,1145,,,,,,
470,168,3,1061,,,,,,
256,104,14,1109,,,,,,
147,106,66,1071,,,,,,
59,63,181,1003,,,,,,
21,44,440,984,,,,,,
6,22,773,860,,,,,,
11,13,493,605,,,,,,
21,7,168,518,,,,,,
132,9,61,445,,,,,,
420,31,44,334,,,,,,
1046,55,119,245,,,,,,
1385,87,174,176,,,,,,
658,216,211,126,,,,,,
383,214,479,66,,,,,,
464,260,695,25,,,,,,
596,321,235,34,,,,,,
580,391,232,53,,,,,,
560,313,126,137,,,,,,
618,295,85,331,,,,,,
1021,359,68,600,,,,,,
1789,382,56,792,,,,,,
1460,445,28,982,,,,,,
937,390,12,991,,,,,,
588,257,22,1028,,,,,,
480,159,13,990,,,,,,
326,161,5,1072,,,,,,
139,96,8,1021,,,,,,
75,54,42,990,,,,,,
22,23,89,994,,,,,,
9,11,91,826,,,,,,
6,7,175,492,,,,,,
20,7,242,363,,,,,,
112,13,353,328,,,,,,
408,87,416,158,,,,,,
1049,281,473,75,,,,,,
1360,677,512,31,,,,,,
598,1092,578,16,,,,,,
336,471,661,13,,,,,,
430,284,659,18,,,,,,
537,378,636,108,,,,,,
553,548,608,344,,,,,,
544,504,426,702,,,,,,
696,478,250,1143,,,,,,
1001,621,262,579,,,,,,
1724,909,237,466,,,,,,
1542,1554,220,468,,,,,,
893,1199,131,559,,,,,,
613,718,80,591,,,,,,
500,441,61,565,,,,,,
354,372,21,795,,,,,,
237,221,23,1051,,,,,,
129,93,49,1827,,,,,,
58,33,148,1523,,,,,,
34,15,328,928,,,,,,
8,4,463,556,,,,,,
24,0,825,397,,,,,,
101,9,1098,259,,,,,,
382,107,1308,138,,,,,,
851,339,1264,57,,,,,,
1304,875,1177,21,,,,,,
299,1270,1204,22,,,,,,
225,509,1190,14,,,,,,
405,308,1123,19,,,,,,
575,394,1000,105,,,,,,
606,485,815,438,,,,,,
627,481,636,1027,,,,,,
826,465,443,1436,,,,,,
1114,691,313,551,,,,,,
1569,948,160,206,,,,,,
1176,1765,75,270,,,,,,
764,1234,39,259,,,,,,
541,710,34,53,,,,,,
403,495,10,47,,,,,,
399,326,25,348,,,,,,
294,221,112,779,,,,,,
230,122,340,1557,,,,,,
155,68,888,1274,,,,,,
90,17,1305,689,,,,,,
41,8,618,150,,,,,,
26,4,462,156,,,,,,
33,10,573,167,,,,,,
36,87,665,115,,,,,,
151,271,656,62,,,,,,
320,760,671,26,,,,,,
678,1146,781,14,,,,,,
838,546,1080,13,,,,,,
1105,260,1802,20,,,,,,
1079,243,1631,104,,,,,,
1220,352,1079,451,,,,,,
1204,323,741,976,,,,,,
1182,296,485,1418,,,,,,
1226,392,330,656,,,,,,
1170,451,225,389,,,,,,
955,491,64,563,,,,,,
688,524,37,517,,,,,,
479,399,19,416,,,,,,
407,253,6,520,,,,,,
284,184,20,681,,,,,,
228,134,105,1005,,,,,,
178,75,365,1802,,,,,,
126,48,745,1597,,,,,,
76,11,977,1115,,,,,,
25,14,669,677,,,,,,
6,4,329,501,,,,,,
11,12,242,373,,,,,,
24,61,430,203,,,,,,
48,163,446,66,,,,,,
88,351,470,42,,,,,,
67,635,624,13,,,,,,
137,410,529,5,,,,,,
160,244,204,20,,,,,,
122,252,511,104,,,,,,
139,272,605,398,,,,,,
145,303,510,974,,,,,,
213,313,366,1498,,,,,,
197,427,233,678,,,,,,
282,638,121,451,,,,,,
201,913,70,532,,,,,,
129,643,31,654,,,,,,
83,452,19,692,,,,,,
133,262,4,622,,,,,,
115,198,17,819,,,,,,
81,140,118,1130,,,,,,
39,115,388,1917,,,,,,
18,107,923,1509,,,,,,
10,90,1383,1142,,,,,,
7,56,707,771,,,,,,
19,19,395,556,,,,,,
75,12,460,373,,,,,,
259,15,638,215,,,,,,
432,33,611,77,,,,,,
635,103,625,44,,,,,,
296,210,750,21,,,,,,
92,354,1027,18,,,,,,
122,406,1727,20,,,,,,
172,546,1526,102,,,,,,
260,587,1177,318,,,,,,
305,557,754,830,,,,,,
417,374,521,1295,,,,,,
605,380,367,714,,,,,,
1029,303,330,519,,,,,,
556,313,106,666,,,,,,
394,288,47,777,,,,,,
247,268,14,784,,,,,,
179,154,8,760,,,,,,
110,109,24,919,,,,,,
53,65,91,1258,,,,,,
32,58,365,1685,,,,,,
7,59,880,1255,,,,,,
7,47,1352,905,,,,,,
11,57,693,705,,,,,,
22,39,452,535,,,,,,
102,11,497,395,,,,,,
307,16,705,301,,,,,,
815,20,675,178,,,,,,
892,53,643,139,,,,,,
334,54,789,95,,,,,,
181,113,1024,49,,,,,,
324,189,1725,699,,,,,,
380,224,1400,886,,,,,,
392,287,1082,1031,,,,,,
397,355,791,1230,,,,,,
549,412,556,1198,,,,,,
803,490,357,1119,,,,,,
1567,510,192,1164,,,,,,
1219,452,95,1247,,,,,,
712,352,57,1133,,,,,,
460,247,34,998,,,,,,
355,162,15,917,,,,,,
269,169,19,629,,,,,,
138,133,97,551,,,,,,
54,103,322,451,,,,,,
20,32,683,305,,,,,,
6,14,1189,201,,,,,,
4,13,755,161,,,,,,
19,13,611,114,,,,,,
134,21,633,50,,,,,,
395,90,818,29,,,,,,
1029,277,832,26,,,,,,
1316,701,950,59,,,,,,
581,1078,1126,123,,,,,,
395,450,1314,311,,,,,,
461,218,1312,561,,,,,,
509,252,1145,854,,,,,,
474,344,885,945,,,,,,
542,283,685,1056,,,,,,
618,294,511,1004,,,,,,
953,383,411,1032,,,,,,
1542,660,326,1007,,,,,,
1038,1222,189,1063,,,,,,
283,881,118,1048,,,,,,
208,499,104,853,,,,,,
308,311,30,679,,,,,,
217,212,30,542,,,,,,
94,131,28,353,,,,,,
65,86,77,250,,,,,,
20,34,191,99,,,,,,
13,14,392,53,,,,,,
11,11,642,34,,,,,,
25,7,941,16,,,,,,
107,10,1031,8,,,,,,
350,83,1177,19,,,,,,
907,264,1186,113,,,,,,
1365,772,1152,361,,,,,,
560,1232,952,877,,,,,,
356,516,912,1135,,,,,,
366,237,882,599,,,,,,
474,307,687,385,,,,,,
394,390,533,419,,,,,,
172,388,397,509,,,,,,
180,336,348,444,,,,,,
169,484,343,451,,,,,,
313,764,272,520,,,,,,
249,1358,158,897,,,,,,
162,1050,120,1593,,,,,,
153,556,93,1305,,,,,,
149,367,47,896,,,,,,
115,276,18,535,,,,,,
80,150,32,411,,,,,,
32,80,56,218,,,,,,
12,28,157,106,,,,,,
5,12,343,66,,,,,,
7,7,700,786,,,,,,
22,4,960,1535,,,,,,
90,18,1226,1335,,,,,,
294,103,1211,894,,,,,,
798,271,1247,643,,,,,,
1038,793,1235,394,,,,,,
542,1255,1174,270,,,,,,
412,484,980,126,,,,,,
496,254,804,60,,,,,,
606,295,739,29,,,,,,
668,417,517,15,,,,,,
685,387,286,9,,,,,,
811,357,330,14,,,,,,
1119,470,299,136,,,,,,
1675,799,242,436,,,,,,
1293,1352,130,991,,,,,,
843,977,92,1291,,,,,,
582,559,25,630,,,,,,
440,328,28,356,,,,,,
292,253,19,335,,,,,,
247,192,24,438,,,,,,
209,95,57,422,,,,,,
139,,83,337,,,,,,
111,,216,494,,,,,,
46,,415,750,,,,,,
22,,650,1514,,,,,,
27,,809,1213,,,,,,
87,,973,886,,,,,,
180,,1102,564,,,,,,
371,,1143,453,,,,,,
660,,1128,362,,,,,,
810,,1092,183,,,,,,
1020,,1068,66,,,,,,
1204,,901,26,,,,,,
1213,,745,9,,,,,,
1306,,491,12,,,,,,
1282,,413,20,,,,,,
1296,,255,105,,,,,,
1192,,279,392,,,,,,
1030,,94,883,,,,,,
712,,23,1216,,,,,,
553,,14,541,,,,,,
465,,11,366,,,,,,
391,,19,394,,,,,,
275,,93,440,,,,,,
276,,351,451,,,,,,
182,,853,406,,,,,,
85,,1182,513,,,,,,
43,,580,776,,,,,,
20,,438,1584,,,,,,
17,,481,1272,,,,,,
54,,600,845,,,,,,
114,,600,553,,,,,,
282,,545,439,,,,,,
488,,705,308,,,,,,
717,,992,173,,,,,,
899,,1712,89,,,,,,
1089,,1431,32,,,,,,
1047,,1014,21,,,,,,
1083,,756,16,,,,,,
1101,,433,17,,,,,,
1065,,263,105,,,,,,
1079,,151,295,,,,,,
887,,70,718,,,,,,
541,,20,1138,,,,,,
379,,15,641,,,,,,
301,,15,447,,,,,,
203,,28,465,,,,,,
113,,128,647,,,,,,
,,419,624,,,,,,
,,919,762,,,,,,
,,1405,927,,,,,,
,,594,1031,,,,,,
,,388,1133,,,,,,
,,393,944,,,,,,
,,487,676,,,,,,
,,486,455,,,,,,
,,452,187,,,,,,
,,655,143,,,,,,
,,940,90,,,,,,
,,1591,,,,,,,
,,1359,,,,,,,
,,936,,,,,,,
,,634,,,,,,,
,,346,,,,,,,
,,259,,,,,,,
,,224,,,,,,,
,,45,,,,,,,
,,12,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,18,,,,,,,
,,97,,,,,,,
,,320,,,,,,,
,,717,,,,,,,
,,1315,,,,,,,
,,691,,,,,,,
,,417,,,,,,,
,,401,,,,,,,
,,468,,,,,,,
,,527,,,,,,,
,,509,,,,,,,
,,565,,,,,,,
,,818,,,,,,,
,,1565,,,,,,,
,,864,,,,,,,
,,126,,,,,,,
,,196,,,,,,,
,,223,,,,,,,
,,122,,,,,,,
,,97,,,,,,,
